exp_id,episode,global_timestep,episode_steps,cost,duration
Medicine_pareto_test_20260511T201320,422,5450,14,205.0,245.0
Medicine_pareto_test_20260511T201320,423,5465,15,270.0,205.0
Medicine_pareto_test_20260511T201320,424,5468,3,60.0,65.0
Medicine_pareto_test_20260511T201320,425,5471,3,60.0,65.0
Medicine_pareto_test_20260511T201320,426,5474,3,60.0,65.0
Medicine_pareto_test_20260511T201320,427,5478,4,80.0,110.0
Medicine_pareto_test_20260511T201320,428,5481,3,60.0,65.0
Medicine_pareto_test_20260511T201320,429,5491,10,160.0,140.0
Medicine_pareto_test_20260511T201320,430,5507,16,260.0,230.0
Medicine_pareto_test_20260511T201320,431,5515,8,140.0,230.0
Medicine_pareto_test_20260511T201320,432,5521,6,105.0,95.0
Medicine_pareto_test_20260511T201320,433,5527,6,130.0,90.0
Medicine_pareto_test_20260511T201320,434,5544,17,300.0,335.0
Medicine_pareto_test_20260511T201320,435,5551,7,110.0,155.0
Medicine_pareto_test_20260511T201320,436,5562,11,170.0,205.0
Medicine_pareto_test_20260511T201320,437,5568,6,110.0,100.0
Medicine_pareto_test_20260511T201320,438,5591,23,370.0,385.0
Medicine_pareto_test_20260511T201320,439,5608,17,285.0,280.0
Medicine_pareto_test_20260511T201320,440,5625,17,280.0,275.0
Medicine_pareto_test_20260511T201320,441,5629,4,65.0,75.0
Medicine_pareto_test_20260511T201320,442,5646,17,260.0,305.0
Medicine_pareto_test_20260511T201320,443,5653,7,95.0,140.0
Medicine_pareto_test_20260511T201320,444,5659,6,105.0,95.0
Medicine_pareto_test_20260511T201320,445,5662,3,60.0,65.0
Medicine_pareto_test_20260511T201320,446,5671,9,165.0,160.0
Medicine_pareto_test_20260511T201320,447,5680,9,145.0,170.0
Medicine_pareto_test_20260511T201320,448,5685,5,95.0,80.0
Medicine_pareto_test_20260511T201320,449,5689,4,90.0,70.0
Medicine_pareto_test_20260511T201320,450,5696,7,130.0,145.0
Medicine_pareto_test_20260511T201320,451,5708,12,200.0,250.0
Medicine_pareto_test_20260511T201320,452,5713,5,85.0,120.0
Medicine_pareto_test_20260511T201320,453,5722,9,165.0,160.0
Medicine_pareto_test_20260511T201320,454,5725,3,60.0,65.0
Medicine_pareto_test_20260511T201320,455,5729,4,65.0,75.0
Medicine_pareto_test_20260511T201320,456,5735,6,95.0,135.0
Medicine_pareto_test_20260511T201320,457,5743,8,105.0,135.0
Medicine_pareto_test_20260511T201320,458,5752,9,125.0,130.0
Medicine_pareto_test_20260511T201320,459,5764,12,230.0,180.0
Medicine_pareto_test_20260511T201320,460,5774,10,205.0,195.0
Medicine_pareto_test_20260511T201320,461,5781,7,110.0,105.0
Medicine_pareto_test_20260511T201320,462,5791,10,150.0,180.0
Medicine_pareto_test_20260511T201320,463,5799,8,145.0,185.0
Medicine_pareto_test_20260511T201320,464,5834,35,705.0,520.0
Medicine_pareto_test_20260511T201320,465,5839,5,85.0,120.0
Medicine_pareto_test_20260511T201320,466,5850,11,185.0,210.0
Medicine_pareto_test_20260511T201320,467,5870,20,375.0,365.0
Medicine_pareto_test_20260511T201320,468,5875,5,120.0,75.0
Medicine_pareto_test_20260511T201320,469,5881,6,90.0,130.0
Medicine_pareto_test_20260511T201320,470,5888,7,155.0,90.0
Medicine_pareto_test_20260511T201320,471,5898,10,145.0,175.0
Medicine_pareto_test_20260511T201320,472,5905,7,95.0,140.0
Medicine_pareto_test_20260511T201320,473,5931,26,445.0,435.0
Medicine_pareto_test_20260511T201320,474,5940,9,155.0,130.0
Medicine_pareto_test_20260511T201320,475,5958,18,330.0,270.0
Medicine_pareto_test_20260511T201320,476,5973,15,285.0,290.0
Medicine_pareto_test_20260511T201320,477,5978,5,100.0,155.0
Medicine_pareto_test_20260511T201320,478,6010,32,470.0,660.0
Medicine_pareto_test_20260511T201320,479,6022,12,185.0,265.0
Medicine_pareto_test_20260511T201320,480,6032,10,170.0,170.0
Medicine_pareto_test_20260511T201320,481,6044,12,205.0,255.0
Medicine_pareto_test_20260511T201320,482,6058,14,220.0,260.0
Medicine_pareto_test_20260511T201320,483,6061,3,60.0,65.0
Medicine_pareto_test_20260511T201320,484,6076,15,310.0,165.0
Medicine_pareto_test_20260511T201320,485,6081,5,90.0,125.0
Medicine_pareto_test_20260511T201320,486,6089,8,150.0,260.0
Medicine_pareto_test_20260511T201320,487,6092,3,60.0,65.0
Medicine_pareto_test_20260511T201320,488,6112,20,340.0,340.0
Medicine_pareto_test_20260511T201320,489,6135,23,375.0,430.0
Medicine_pareto_test_20260511T201320,490,6150,15,245.0,330.0
Medicine_pareto_test_20260511T201320,491,6161,11,140.0,225.0
Medicine_pareto_test_20260511T201320,492,6164,3,60.0,65.0
Medicine_pareto_test_20260511T201320,493,6167,3,60.0,65.0
Medicine_pareto_test_20260511T201320,494,6175,8,120.0,120.0
Medicine_pareto_test_20260511T201320,495,6179,4,80.0,110.0
Medicine_pareto_test_20260511T201320,496,6187,8,125.0,125.0
Medicine_pareto_test_20260511T201320,497,6197,10,160.0,140.0
Medicine_pareto_test_20260511T201320,498,6207,10,220.0,160.0
Medicine_pareto_test_20260511T201320,499,6212,5,110.0,115.0
Medicine_pareto_test_20260511T201320,500,6217,5,100.0,85.0
Medicine_pareto_test_20260511T201320,501,6221,4,70.0,80.0
Medicine_pareto_test_20260511T201320,502,6235,14,285.0,165.0
Medicine_pareto_test_20260511T201320,503,6247,12,165.0,205.0
Medicine_pareto_test_20260511T201320,504,6251,4,90.0,70.0
Medicine_pareto_test_20260511T201320,505,6256,5,95.0,80.0
Medicine_pareto_test_20260511T201320,506,6265,9,170.0,235.0
Medicine_pareto_test_20260511T201320,507,6268,3,60.0,65.0
Medicine_pareto_test_20260511T201320,508,6280,12,200.0,250.0
Medicine_pareto_test_20260511T201320,509,6283,3,60.0,65.0
Medicine_pareto_test_20260511T201320,510,6291,8,145.0,115.0
Medicine_pareto_test_20260511T201320,511,6295,4,90.0,70.0
Medicine_pareto_test_20260511T201320,512,6302,7,130.0,215.0
Medicine_pareto_test_20260511T201320,513,6308,6,100.0,90.0
Medicine_pareto_test_20260511T201320,514,6315,7,125.0,210.0
Medicine_pareto_test_20260511T201320,515,6331,16,235.0,255.0
Medicine_pareto_test_20260511T201320,516,6344,13,230.0,235.0
Medicine_pareto_test_20260511T201320,517,6349,5,110.0,115.0
Medicine_pareto_test_20260511T201320,518,6355,6,125.0,85.0
Medicine_pareto_test_20260511T201320,519,6362,7,150.0,205.0
Medicine_pareto_test_20260511T201320,520,6365,3,60.0,65.0
Medicine_pareto_test_20260511T201320,521,6370,5,85.0,120.0
Medicine_pareto_test_20260511T201320,522,6373,3,60.0,65.0
Medicine_pareto_test_20260511T201320,523,6383,10,160.0,140.0
Medicine_pareto_test_20260511T201320,524,6387,4,90.0,70.0
Medicine_pareto_test_20260511T201320,525,6395,8,140.0,160.0
Medicine_pareto_test_20260511T201320,526,6403,8,180.0,210.0
Medicine_pareto_test_20260511T201320,527,6411,8,155.0,145.0
Medicine_pareto_test_20260511T201320,528,6419,8,145.0,115.0
Medicine_pareto_test_20260511T201320,529,6425,6,105.0,95.0
Medicine_pareto_test_20260511T201320,530,6429,4,90.0,70.0
Medicine_pareto_test_20260511T201320,531,6437,8,135.0,155.0
Medicine_pareto_test_20260511T201320,532,6444,7,80.0,105.0
Medicine_pareto_test_20260511T201320,533,6453,9,240.0,95.0
Medicine_pareto_test_20260511T201320,534,6458,5,90.0,125.0
Medicine_pareto_test_20260511T201320,535,6464,6,120.0,130.0
Medicine_pareto_test_20260511T201320,536,6467,3,60.0,65.0
Medicine_pareto_test_20260511T201320,537,6470,3,60.0,65.0
Medicine_pareto_test_20260511T201320,538,6481,11,185.0,190.0
Medicine_pareto_test_20260511T201320,539,6489,8,135.0,155.0
Medicine_pareto_test_20260511T201320,540,6496,7,130.0,95.0
Medicine_pareto_test_20260511T201320,541,6499,3,60.0,65.0
Medicine_pareto_test_20260511T201320,542,6505,6,120.0,130.0
Medicine_pareto_test_20260511T201320,543,6516,11,240.0,135.0
Medicine_pareto_test_20260511T201320,544,6519,3,60.0,65.0
Medicine_pareto_test_20260511T201320,545,6526,7,95.0,140.0
Medicine_pareto_test_20260511T201320,546,6530,4,90.0,70.0
Medicine_pareto_test_20260511T201320,547,6534,4,65.0,75.0
Medicine_pareto_test_20260511T201320,548,6542,8,160.0,150.0
Medicine_pareto_test_20260511T201320,549,6546,4,80.0,110.0
Medicine_pareto_test_20260511T201320,550,6550,4,80.0,110.0
Medicine_pareto_test_20260511T201320,551,6555,5,70.0,85.0
Medicine_pareto_test_20260511T201320,552,6573,18,285.0,335.0
Medicine_pareto_test_20260511T201320,553,6579,6,80.0,100.0
Medicine_pareto_test_20260511T201320,554,6582,3,60.0,65.0
Medicine_pareto_test_20260511T201320,555,6585,3,60.0,65.0
Medicine_pareto_test_20260511T201320,556,6592,7,130.0,145.0
Medicine_pareto_test_20260511T201320,557,6604,12,200.0,300.0
Medicine_pareto_test_20260511T201320,558,6608,4,80.0,110.0
Medicine_pareto_test_20260511T201320,559,6611,3,60.0,65.0
Medicine_pareto_test_20260511T201320,560,6623,12,205.0,235.0
Medicine_pareto_test_20260511T201320,561,6632,9,165.0,230.0
Medicine_pareto_test_20260511T201320,562,6636,4,65.0,75.0
Medicine_pareto_test_20260511T201320,563,6645,9,175.0,120.0
Medicine_pareto_test_20260511T201320,564,6649,4,90.0,70.0
Medicine_pareto_test_20260511T201320,565,6655,6,110.0,100.0
Medicine_pareto_test_20260511T201320,566,6659,4,80.0,110.0
Medicine_pareto_test_20260511T201320,567,6665,6,110.0,100.0
Medicine_pareto_test_20260511T201320,568,6669,4,65.0,75.0
Medicine_pareto_test_20260511T201320,569,6675,6,105.0,95.0
Medicine_pareto_test_20260511T201320,570,6688,13,240.0,315.0
Medicine_pareto_test_20260511T201320,571,6695,7,95.0,120.0
Medicine_pareto_test_20260511T201320,572,6700,5,120.0,75.0
Medicine_pareto_test_20260511T201320,573,6704,4,90.0,70.0
Medicine_pareto_test_20260511T201320,574,6707,3,60.0,65.0
Medicine_pareto_test_20260511T201320,575,6715,8,130.0,130.0
Medicine_pareto_test_20260511T201320,576,6719,4,80.0,110.0
Medicine_pareto_test_20260511T201320,577,6727,8,165.0,105.0
Medicine_pareto_test_20260511T201320,578,6738,11,210.0,205.0
Medicine_pareto_test_20260511T201320,579,6742,4,70.0,80.0
Medicine_pareto_test_20260511T201320,580,6755,13,260.0,235.0
Medicine_pareto_test_20260511T201320,581,6764,9,180.0,195.0
Medicine_pareto_test_20260511T201320,582,6781,17,330.0,335.0
Medicine_pareto_test_20260511T201320,583,6786,5,100.0,85.0
Medicine_pareto_test_20260511T201320,584,6802,16,215.0,225.0
Medicine_pareto_test_20260511T201320,585,6810,8,145.0,115.0
Medicine_pareto_test_20260511T201320,586,6813,3,60.0,65.0
Medicine_pareto_test_20260511T201320,587,6817,4,90.0,70.0
Medicine_pareto_test_20260511T201320,588,6831,14,245.0,325.0
Medicine_pareto_test_20260511T201320,589,6840,9,200.0,115.0
Medicine_pareto_test_20260511T201320,590,6846,6,140.0,120.0
Medicine_pareto_test_20260511T201320,591,6853,7,125.0,140.0
Medicine_pareto_test_20260511T201320,592,6858,5,75.0,90.0
Medicine_pareto_test_20260511T201320,593,6861,3,60.0,65.0
Medicine_pareto_test_20260511T201320,594,6867,6,120.0,200.0
Medicine_pareto_test_20260511T201320,595,6874,7,140.0,175.0
Medicine_pareto_test_20260511T201320,596,6883,9,135.0,140.0
Medicine_pareto_test_20260511T201320,597,6889,6,130.0,160.0
Medicine_pareto_test_20260511T201320,598,6894,5,100.0,155.0
Medicine_pareto_test_20260511T201320,599,6909,15,245.0,330.0
Medicine_pareto_test_20260511T201320,600,6917,8,170.0,110.0
Medicine_pareto_test_20260511T201320,601,6921,4,70.0,80.0
Medicine_pareto_test_20260511T201320,602,6925,4,70.0,80.0
Medicine_pareto_test_20260511T201320,603,6934,9,180.0,195.0
Medicine_pareto_test_20260511T201320,604,6941,7,120.0,135.0
Medicine_pareto_test_20260511T201320,605,6953,12,190.0,270.0
Medicine_pareto_test_20260511T201320,606,6959,6,120.0,130.0
Medicine_pareto_test_20260511T201320,607,6972,13,195.0,210.0
Medicine_pareto_test_20260511T201320,608,6982,10,170.0,220.0
Medicine_pareto_test_20260511T201320,609,6985,3,60.0,65.0
Medicine_pareto_test_20260511T201320,610,6989,4,90.0,70.0
Medicine_pareto_test_20260511T201320,611,6997,8,135.0,105.0
Medicine_pareto_test_20260511T201320,612,7001,4,70.0,80.0
Medicine_pareto_test_20260511T201320,613,7004,3,60.0,65.0
Medicine_pareto_test_20260511T201320,614,7007,3,60.0,65.0
Medicine_pareto_test_20260511T201320,615,7012,5,85.0,120.0
Medicine_pareto_test_20260511T201320,616,7020,8,165.0,105.0
Medicine_pareto_test_20260511T201320,617,7023,3,60.0,65.0
Medicine_pareto_test_20260511T201320,618,7033,10,160.0,140.0
Medicine_pareto_test_20260511T201320,619,7043,10,200.0,170.0
Medicine_pareto_test_20260511T201320,620,7058,15,280.0,215.0
Medicine_pareto_test_20260511T201320,621,7068,10,200.0,170.0
Medicine_pareto_test_20260511T201320,622,7072,4,90.0,70.0
Medicine_pareto_test_20260511T201320,623,7083,11,225.0,170.0
Medicine_pareto_test_20260511T201320,624,7090,7,125.0,140.0
Medicine_pareto_test_20260511T201320,625,7100,10,160.0,140.0
Medicine_pareto_test_20260511T201320,626,7103,3,60.0,65.0
Medicine_pareto_test_20260511T201320,627,7111,8,110.0,160.0
Medicine_pareto_test_20260511T201320,628,7119,8,145.0,115.0
Medicine_pareto_test_20260511T201320,629,7125,6,150.0,80.0
Medicine_pareto_test_20260511T201320,630,7130,5,110.0,115.0
Medicine_pareto_test_20260511T201320,631,7138,8,145.0,185.0
Medicine_pareto_test_20260511T201320,632,7143,5,70.0,85.0
Medicine_pareto_test_20260511T201320,633,7147,4,90.0,70.0
Medicine_pareto_test_20260511T201320,634,7167,20,325.0,285.0
Medicine_pareto_test_20260511T201320,635,7175,8,140.0,160.0
Medicine_pareto_test_20260511T201320,636,7179,4,90.0,70.0
Medicine_pareto_test_20260511T201320,637,7188,9,170.0,115.0
Medicine_pareto_test_20260511T201320,638,7199,11,145.0,180.0
Medicine_pareto_test_20260511T201320,639,7205,6,125.0,85.0
Medicine_pareto_test_20260511T201320,640,7210,5,100.0,85.0
Medicine_pareto_test_20260511T201320,641,7215,5,100.0,85.0
Medicine_pareto_test_20260511T201320,642,7235,20,330.0,360.0
Medicine_pareto_test_20260511T201320,643,7248,13,220.0,275.0
Medicine_pareto_test_20260511T201320,644,7253,5,70.0,85.0
Medicine_pareto_test_20260511T201320,645,7256,3,60.0,65.0
Medicine_pareto_test_20260511T201320,646,7263,7,140.0,105.0
Medicine_pareto_test_20260511T201320,647,7267,4,70.0,80.0
Medicine_pareto_test_20260511T201320,648,7272,5,95.0,80.0
Medicine_pareto_test_20260511T201320,649,7281,9,160.0,205.0
Medicine_pareto_test_20260511T201320,650,7284,3,60.0,65.0
Medicine_pareto_test_20260511T201320,651,7293,9,190.0,155.0
Medicine_pareto_test_20260511T201320,652,7302,9,110.0,165.0
Medicine_pareto_test_20260511T201320,653,7305,3,60.0,65.0
Medicine_pareto_test_20260511T201320,654,7318,13,245.0,270.0
Medicine_pareto_test_20260511T201320,655,7329,11,210.0,185.0
Medicine_pareto_test_20260511T201320,656,7334,5,95.0,80.0
Medicine_pareto_test_20260511T201320,657,7344,10,185.0,155.0
Medicine_pareto_test_20260511T201320,658,7349,5,100.0,85.0
Medicine_pareto_test_20260511T201320,659,7353,4,90.0,70.0
Medicine_pareto_test_20260511T201320,660,7360,7,140.0,105.0
Medicine_pareto_test_20260511T201320,661,7372,12,220.0,220.0
Medicine_pareto_test_20260511T201320,662,7385,13,235.0,240.0
Medicine_pareto_test_20260511T201320,663,7393,8,110.0,160.0
Medicine_pareto_test_20260511T201320,664,7405,12,175.0,165.0
Medicine_pareto_test_20260511T201320,665,7412,7,160.0,95.0
Medicine_pareto_test_20260511T201320,666,7420,8,190.0,100.0
Medicine_pareto_test_20260511T201320,667,7459,39,630.0,645.0
Medicine_pareto_test_20260511T201320,668,7462,3,60.0,65.0
Medicine_pareto_test_20260511T201320,669,7469,7,110.0,155.0
Medicine_pareto_test_20260511T201320,670,7474,5,95.0,80.0
Medicine_pareto_test_20260511T201320,671,7478,4,70.0,80.0
Medicine_pareto_test_20260511T201320,672,7490,12,225.0,225.0
Medicine_pareto_test_20260511T201320,673,7496,6,105.0,95.0
Medicine_pareto_test_20260511T201320,674,7503,7,135.0,100.0
Medicine_pareto_test_20260511T201320,675,7509,6,110.0,100.0
Medicine_pareto_test_20260511T201320,676,7526,17,255.0,280.0
Medicine_pareto_test_20260511T201320,677,7536,10,140.0,200.0
Medicine_pareto_test_20260511T201320,678,7541,5,70.0,85.0
Medicine_pareto_test_20260511T201320,679,7556,15,270.0,325.0
Medicine_pareto_test_20260511T201320,680,7565,9,160.0,155.0
Medicine_pareto_test_20260511T201320,681,7568,3,60.0,65.0
Medicine_pareto_test_20260511T201320,682,7572,4,90.0,70.0
Medicine_pareto_test_20260511T201320,683,7581,9,120.0,175.0
Medicine_pareto_test_20260511T201320,684,7591,10,195.0,165.0
Medicine_pareto_test_20260511T201320,685,7594,3,60.0,65.0
Medicine_pareto_test_20260511T201320,686,7598,4,70.0,80.0
Medicine_pareto_test_20260511T201320,687,7606,8,155.0,145.0
Medicine_pareto_test_20260511T201320,688,7609,3,60.0,65.0
Medicine_pareto_test_20260511T201320,689,7614,5,120.0,75.0
Medicine_pareto_test_20260511T201320,690,7623,9,170.0,165.0
Medicine_pareto_test_20260511T201320,691,7635,12,200.0,280.0
Medicine_pareto_test_20260511T201320,692,7640,5,100.0,85.0
Medicine_pareto_test_20260511T201320,693,7649,9,155.0,150.0
Medicine_pareto_test_20260511T201320,694,7657,8,130.0,150.0
Medicine_pareto_test_20260511T201320,695,7668,11,260.0,125.0
Medicine_pareto_test_20260511T201320,696,7681,13,230.0,235.0
Medicine_pareto_test_20260511T201320,697,7685,4,90.0,70.0
Medicine_pareto_test_20260511T201320,698,7692,7,135.0,100.0
Medicine_pareto_test_20260511T201320,699,7697,5,70.0,85.0
Medicine_pareto_test_20260511T201320,700,7717,20,355.0,305.0
Medicine_pareto_test_20260511T201320,701,7721,4,70.0,80.0
Medicine_pareto_test_20260511T201320,702,7735,14,225.0,215.0
Medicine_pareto_test_20260511T201320,703,7740,5,100.0,85.0
Medicine_pareto_test_20260511T201320,704,7747,7,125.0,140.0
Medicine_pareto_test_20260511T201320,705,7750,3,60.0,65.0
Medicine_pareto_test_20260511T201320,706,7757,7,135.0,100.0
Medicine_pareto_test_20260511T201320,707,7764,7,125.0,140.0
Medicine_pareto_test_20260511T201320,708,7770,6,105.0,95.0
Medicine_pareto_test_20260511T201320,709,7775,5,90.0,125.0
Medicine_pareto_test_20260511T201320,710,7778,3,60.0,65.0
Medicine_pareto_test_20260511T201320,711,7789,11,165.0,200.0
Medicine_pareto_test_20260511T201320,712,7793,4,90.0,70.0
Medicine_pareto_test_20260511T201320,713,7809,16,260.0,280.0
Medicine_pareto_test_20260511T201320,714,7814,5,95.0,80.0
Medicine_pareto_test_20260511T201320,715,7817,3,60.0,65.0
Medicine_pareto_test_20260511T201320,716,7822,5,100.0,155.0
Medicine_pareto_test_20260511T201320,717,7828,6,115.0,125.0
Medicine_pareto_test_20260511T201320,718,7834,6,120.0,130.0
Medicine_pareto_test_20260511T201320,719,7838,4,70.0,80.0
Medicine_pareto_test_20260511T201320,720,7842,4,65.0,75.0
Medicine_pareto_test_20260511T201320,721,7851,9,150.0,195.0
Medicine_pareto_test_20260511T201320,722,7856,5,95.0,80.0
Medicine_pareto_test_20260511T201320,723,7861,5,80.0,95.0
Medicine_pareto_test_20260511T201320,724,7865,4,80.0,110.0
Medicine_pareto_test_20260511T201320,725,7879,14,250.0,230.0
Medicine_pareto_test_20260511T201320,726,7883,4,80.0,110.0
Medicine_pareto_test_20260511T201320,727,7887,4,65.0,75.0
Medicine_pareto_test_20260511T201320,728,7898,11,190.0,165.0
Medicine_pareto_test_20260511T201320,729,7916,18,315.0,285.0
Medicine_pareto_test_20260511T201320,730,7926,10,175.0,175.0
Medicine_pareto_test_20260511T201320,731,7940,14,260.0,240.0
Medicine_pareto_test_20260511T201320,732,7946,6,120.0,130.0
Medicine_pareto_test_20260511T201320,733,7953,7,145.0,130.0
Medicine_pareto_test_20260511T201320,734,7962,9,165.0,160.0
Medicine_pareto_test_20260511T201320,735,7971,9,155.0,130.0
Medicine_pareto_test_20260511T201320,736,7976,5,110.0,115.0
Medicine_pareto_test_20260511T201320,737,7994,18,285.0,315.0
Medicine_pareto_test_20260511T201320,738,8004,10,200.0,170.0
Medicine_pareto_test_20260511T201320,739,8008,4,65.0,75.0
Medicine_pareto_test_20260511T201320,740,8017,9,185.0,150.0
Medicine_pareto_test_20260511T201320,741,8027,10,175.0,315.0
Medicine_pareto_test_20260511T201320,742,8032,5,90.0,125.0
Medicine_pareto_test_20260511T201320,743,8046,14,280.0,210.0
Medicine_pareto_test_20260511T201320,744,8062,16,300.0,190.0
Medicine_pareto_test_20260511T201320,745,8070,8,150.0,190.0
Medicine_pareto_test_20260511T201320,746,8075,5,90.0,125.0
Medicine_pareto_test_20260511T201320,747,8079,4,65.0,75.0
Medicine_pareto_test_20260511T201320,748,8082,3,60.0,65.0
Medicine_pareto_test_20260511T201320,749,8086,4,70.0,80.0
Medicine_pareto_test_20260511T201320,750,8091,5,95.0,80.0
Medicine_pareto_test_20260511T201320,751,8095,4,65.0,75.0
Medicine_pareto_test_20260511T201320,752,8110,15,270.0,205.0
Medicine_pareto_test_20260511T201320,753,8118,8,155.0,145.0
Medicine_pareto_test_20260511T201320,754,8122,4,90.0,70.0
Medicine_pareto_test_20260511T201320,755,8126,4,80.0,110.0
Medicine_pareto_test_20260511T201320,756,8134,8,130.0,150.0
Medicine_pareto_test_20260511T201320,757,8142,8,150.0,120.0
Medicine_pareto_test_20260511T201320,758,8158,16,230.0,280.0
Medicine_pareto_test_20260511T201320,759,8167,9,150.0,125.0
Medicine_pareto_test_20260511T201320,760,8172,5,120.0,75.0
Medicine_pareto_test_20260511T201320,761,8185,13,220.0,275.0
Medicine_pareto_test_20260511T201320,762,8196,11,210.0,205.0
Medicine_pareto_test_20260511T201320,763,8199,3,60.0,65.0
Medicine_pareto_test_20260511T201320,764,8206,7,145.0,130.0
Medicine_pareto_test_20260511T201320,765,8217,11,210.0,205.0
Medicine_pareto_test_20260511T201320,766,8227,10,205.0,125.0
Medicine_pareto_test_20260511T201320,767,8230,3,60.0,65.0
Medicine_pareto_test_20260511T201320,768,8234,4,70.0,80.0
Medicine_pareto_test_20260511T201320,769,8244,10,160.0,210.0
Medicine_pareto_test_20260511T201320,770,8247,3,60.0,65.0
Medicine_pareto_test_20260511T201320,771,8255,8,155.0,145.0
Medicine_pareto_test_20260511T201320,772,8264,9,175.0,190.0
Medicine_pareto_test_20260511T201320,773,8273,9,125.0,180.0
Medicine_pareto_test_20260511T201320,774,8277,4,70.0,80.0
Medicine_pareto_test_20260511T201320,775,8284,7,130.0,215.0
Medicine_pareto_test_20260511T201320,776,8290,6,110.0,170.0
Medicine_pareto_test_20260511T201320,777,8299,9,180.0,145.0
Medicine_pareto_test_20260511T201320,778,8309,10,170.0,150.0
Medicine_pareto_test_20260511T201320,779,8312,3,60.0,65.0
Medicine_pareto_test_20260511T201320,780,8320,8,145.0,115.0
Medicine_pareto_test_20260511T201320,781,8325,5,100.0,85.0
Medicine_pareto_test_20260511T201320,782,8340,15,220.0,315.0
Medicine_pareto_test_20260511T201320,783,8344,4,70.0,80.0
Medicine_pareto_test_20260511T201320,784,8349,5,120.0,75.0
Medicine_pareto_test_20260511T201320,785,8352,3,60.0,65.0
Medicine_pareto_test_20260511T201320,786,8365,13,260.0,235.0
Medicine_pareto_test_20260511T201320,787,8372,7,110.0,105.0
Medicine_pareto_test_20260511T201320,788,8376,4,65.0,75.0
Medicine_pareto_test_20260511T201320,789,8385,9,185.0,150.0
Medicine_pareto_test_20260511T201320,790,8394,9,185.0,150.0
Medicine_pareto_test_20260511T201320,791,8401,7,130.0,95.0
Medicine_pareto_test_20260511T201320,792,8406,5,75.0,90.0
Medicine_pareto_test_20260511T201320,793,8409,3,60.0,65.0
Medicine_pareto_test_20260511T201320,794,8414,5,120.0,75.0
Medicine_pareto_test_20260511T201320,795,8418,4,70.0,80.0
Medicine_pareto_test_20260511T201320,796,8423,5,75.0,90.0
Medicine_pareto_test_20260511T201320,797,8430,7,125.0,140.0
Medicine_pareto_test_20260511T201320,798,8435,5,120.0,75.0
Medicine_pareto_test_20260511T201320,799,8442,7,160.0,95.0
Medicine_pareto_test_20260511T201320,800,8449,7,120.0,115.0
Medicine_pareto_test_20260511T201320,801,8454,5,100.0,85.0
Medicine_pareto_test_20260511T201320,802,8457,3,60.0,65.0
Medicine_pareto_test_20260511T201320,803,8461,4,65.0,75.0
Medicine_pareto_test_20260511T201320,804,8465,4,65.0,75.0
Medicine_pareto_test_20260511T201320,805,8470,5,100.0,85.0
Medicine_pareto_test_20260511T201320,806,8476,6,105.0,95.0
Medicine_pareto_test_20260511T201320,807,8484,8,145.0,185.0
Medicine_pareto_test_20260511T201320,808,8487,3,60.0,65.0
Medicine_pareto_test_20260511T201320,809,8494,7,155.0,90.0
Medicine_pareto_test_20260511T201320,810,8497,3,60.0,65.0
Medicine_pareto_test_20260511T201320,811,8502,5,100.0,85.0
Medicine_pareto_test_20260511T201320,812,8508,6,120.0,130.0
Medicine_pareto_test_20260511T201320,813,8513,5,120.0,75.0
Medicine_pareto_test_20260511T201320,814,8526,13,245.0,150.0
Medicine_pareto_test_20260511T201320,815,8531,5,100.0,85.0
Medicine_pareto_test_20260511T201320,816,8535,4,90.0,70.0
Medicine_pareto_test_20260511T201320,817,8539,4,80.0,110.0
Medicine_pareto_test_20260511T201320,818,8543,4,70.0,80.0
Medicine_pareto_test_20260511T201320,819,8548,5,95.0,80.0
Medicine_pareto_test_20260511T201320,820,8551,3,60.0,65.0
Medicine_pareto_test_20260511T201320,821,8561,10,140.0,150.0
Medicine_pareto_test_20260511T201320,822,8567,6,125.0,85.0
Medicine_pareto_test_20260511T201320,823,8574,7,140.0,105.0
Medicine_pareto_test_20260511T201320,824,8580,6,90.0,110.0
Medicine_pareto_test_20260511T201320,825,8585,5,100.0,85.0
Medicine_pareto_test_20260511T201320,826,8591,6,115.0,125.0
Medicine_pareto_test_20260511T201320,827,8595,4,80.0,110.0
Medicine_pareto_test_20260511T201320,828,8598,3,60.0,65.0
Medicine_pareto_test_20260511T201320,829,8601,3,60.0,65.0
Medicine_pareto_test_20260511T201320,830,8607,6,120.0,130.0
Medicine_pareto_test_20260511T201320,831,8616,9,145.0,120.0
Medicine_pareto_test_20260511T201320,832,8619,3,60.0,65.0
Medicine_pareto_test_20260511T201320,833,8625,6,130.0,90.0
Medicine_pareto_test_20260511T201320,834,8629,4,70.0,80.0
Medicine_pareto_test_20260511T201320,835,8632,3,60.0,65.0
Medicine_pareto_test_20260511T201320,836,8648,16,280.0,270.0
Medicine_pareto_test_20260511T201320,837,8656,8,140.0,160.0
Medicine_pareto_test_20260511T201320,838,8660,4,90.0,70.0
Medicine_pareto_test_20260511T201320,839,8667,7,110.0,175.0
Medicine_pareto_test_20260511T201320,840,8671,4,65.0,75.0
Medicine_pareto_test_20260511T201320,841,8677,6,105.0,165.0
Medicine_pareto_test_20260511T201320,842,8684,7,130.0,145.0
Medicine_pareto_test_20260511T201320,843,8687,3,60.0,65.0
Medicine_pareto_test_20260511T201320,844,8690,3,60.0,65.0
